load5,phr_age3,pir_age2,pir_age6,swap_use,_step,phr_age4,phr_time,pir_age5,_timestamp,infection_rate,phr,pir_age1,pir_age4,pir_age7,time_spent,_wandb,n_suscep,phr_age5,phr_age6,pir_age8,pir,tot_hosp,_runtime,phr_age1,pir_age0,pir_age3,pir_time,hospital_rate,load1,recall,phr_age0,phr_age2,phr_age7,phr_age8,max_score,time_step,data,model,b0,b1,b2,c1,c2,sim_seed,cpu_count,model_seed,oracle,t_days,config_data_name,noisy_test,num_rounds,config_model_name,fraction_test,quantization,fraction_stale,test_selection,extra_parameter,num_days_window,test_stochastic,t_start_quarantine
25.42,0.0,0.0081,0.0088,3.0954742431640625,99.0,0.0001,95.0,0.0096,1691944012.469179,0.063,0.0008,0.0043,0.0066,0.0092,1218.3103256225586,{'runtime': 1223},7874.0,0.0001,0.0002,0.0053,0.063,0.0027,1224.3194057941437,0.0,0.0041,0.007,99.0,0.0007,29.03,0.05855855855916438,0.0,0.0001,0.0003,0.0,0.35137584805488586,11.045661926269531,"{'p0': 0.001, 'p1': 0.3, 'beta': 0.01, 'alpha': 0.001, 'prob_g': 0.2, 'prob_h': 0.16, 'num_users': 10000, 'graph_mode': 'power_law', 'num_cliques': 100, 'fraction_test': 0.15, 'fraction_stale': -1, 'num_time_steps': 100, 'positive_e_state': True, 'num_contact_inter': 0.05, 'num_contact_intra': 2, 'symmetric_contacts': True, 't_start_quarantine': 3, 'num_days_quarantine': 10}","{'b0': 1, 'b1': 1, 'b2': 1, 'c1': 1, 'c2': 1, 'p0': 0.001, 'p1': 0.05, 'beta': 0.01, 'alpha': 0.001, 'oracle': False, 'prob_g': 0.99, 'prob_h': 0.1, 't_days': 100, 'attr_nq': False, 'cont_dir': 0, 'delta_dp': 0.01, 'sib_mult': -100, 'dp_method': -1, 'epsilon_dp': -1, 'noisy_test': -1, 'num_rounds': 5, 'clip_margin': -1, 'quantization': -1, 'test_selection': 'highest', 'extra_parameter': 0.5, 'num_days_window': 14, 'test_stochastic': 0, 'use_test_include': True}",1,0.033,0,1,1,183,2,201,0,100,intermediate_graph_abm_02,-1,5,model_ABM01,0.06,512,-1,"combi,age,norm_score,test_norm1",0,14,0,3
19.29,0.0001,0.0175,0.0191,4.688182830810547,99.0,0.0002,99.0,0.022,1691943959.9221723,0.154,0.0025,0.0129,0.023,0.0175,1184.05699133873,{'runtime': 1188},5466.0,0.0001,0.0008,0.01,0.154,0.0063,1189.155472278595,0.0,0.0113,0.0207,99.0,0.0025,22.66,0.05073140367287558,0.0,0.0,0.0008,0.0005,0.3481542766094208,12.366234064102173,"{'p0': 0.001, 'p1': 0.3, 'beta': 0.01, 'alpha': 0.001, 'prob_g': 0.2, 'prob_h': 0.16, 'num_users': 10000, 'graph_mode': 'power_law', 'num_cliques': 100, 'fraction_test': 0.15, 'fraction_stale': -1, 'num_time_steps': 100, 'positive_e_state': True, 'num_contact_inter': 0.05, 'num_contact_intra': 2, 'symmetric_contacts': True, 't_start_quarantine': 3, 'num_days_quarantine': 10}","{'b0': 1, 'b1': 1, 'b2': 1, 'c1': 1, 'c2': 1, 'p0': 0.001, 'p1': 0.05, 'beta': 0.01, 'alpha': 0.001, 'oracle': False, 'prob_g': 0.99, 'prob_h': 0.1, 't_days': 100, 'attr_nq': False, 'cont_dir': 0, 'delta_dp': 0.01, 'sib_mult': -100, 'dp_method': -1, 'epsilon_dp': -1, 'noisy_test': -1, 'num_rounds': 5, 'clip_margin': -1, 'quantization': -1, 'test_selection': 'highest', 'extra_parameter': 0.5, 'num_days_window': 14, 'test_stochastic': 0, 'use_test_include': True}",1,0.033,0,1,1,182,2,201,0,100,intermediate_graph_abm_02,-1,5,model_ABM01,0.06,512,-1,"combi,age,norm_score,test_norm1",0,14,0,3
29.19,0.0,0.0,0.0002,2.15045166015625,99.0,0.0,23.0,0.0003,1691944080.7874267,0.0,0.0001,0.0002,0.0,0.0,1307.7906920909882,{'runtime': 1313},9983.0,0.0,0.0,0.0,0.0008,0.0001,1313.6579887866974,0.0,0.0,0.0001,8.0,0.0,30.9,1.0,0.0,0.0,0.0001,0.0,0.3473784327507019,12.66357445716858,"{'p0': 0.001, 'p1': 0.3, 'beta': 0.01, 'alpha': 0.001, 'prob_g': 0.2, 'prob_h': 0.16, 'num_users': 10000, 'graph_mode': 'power_law', 'num_cliques': 100, 'fraction_test': 0.15, 'fraction_stale': -1, 'num_time_steps': 100, 'positive_e_state': True, 'num_contact_inter': 0.05, 'num_contact_intra': 2, 'symmetric_contacts': True, 't_start_quarantine': 3, 'num_days_quarantine': 10}","{'b0': 1, 'b1': 1, 'b2': 1, 'c1': 1, 'c2': 1, 'p0': 0.001, 'p1': 0.05, 'beta': 0.01, 'alpha': 0.001, 'oracle': False, 'prob_g': 0.99, 'prob_h': 0.1, 't_days': 100, 'attr_nq': False, 'cont_dir': 0, 'delta_dp': 0.01, 'sib_mult': -100, 'dp_method': -1, 'epsilon_dp': -1, 'noisy_test': -1, 'num_rounds': 5, 'clip_margin': -1, 'quantization': -1, 'test_selection': 'highest', 'extra_parameter': 0.5, 'num_days_window': 14, 'test_stochastic': 0, 'use_test_include': True}",1,0.033,0,1,1,181,2,201,0,100,intermediate_graph_abm_02,-1,5,model_ABM01,0.06,512,-1,"combi,age,norm_score,test_norm1",0,14,0,3
23.74,,0.0006,0.0001,3.434783935546875,99.0,,0.0,0.0002,1691944079.4527144,0.0,0.0,0.0002,0.0,0.0001,1343.7937505245209,{'runtime': 1348},9975.0,,,0.0,0.0015,0.0,1349.1677985191343,,0.0001,0.0002,15.0,0.0,19.77,1.0,,,,,0.3473784327507019,16.59566020965576,"{'p0': 0.001, 'p1': 0.3, 'beta': 0.01, 'alpha': 0.001, 'prob_g': 0.2, 'prob_h': 0.16, 'num_users': 10000, 'graph_mode': 'power_law', 'num_cliques': 100, 'fraction_test': 0.15, 'fraction_stale': -1, 'num_time_steps': 100, 'positive_e_state': True, 'num_contact_inter': 0.05, 'num_contact_intra': 2, 'symmetric_contacts': True, 't_start_quarantine': 3, 'num_days_quarantine': 10}","{'b0': 1, 'b1': 1, 'b2': 1, 'c1': 1, 'c2': 1, 'p0': 0.001, 'p1': 0.05, 'beta': 0.01, 'alpha': 0.001, 'oracle': False, 'prob_g': 0.99, 'prob_h': 0.1, 't_days': 100, 'attr_nq': False, 'cont_dir': 0, 'delta_dp': 0.01, 'sib_mult': -100, 'dp_method': -1, 'epsilon_dp': -1, 'noisy_test': -1, 'num_rounds': 5, 'clip_margin': -1, 'quantization': -1, 'test_selection': 'highest', 'extra_parameter': 0.5, 'num_days_window': 14, 'test_stochastic': 0, 'use_test_include': True}",1,0.033,0,1,1,180,2,201,0,100,intermediate_graph_abm_02,-1,5,model_ABM01,0.06,512,-1,"combi,age,norm_score,test_norm1",0,14,0,3
24.7,0.0006,0.0309,0.027,3.4348068237304688,99.0,0.0002,91.0,0.0355,1691944036.1041515,0.1484,0.0059,0.0226,0.0294,0.0211,1304.470026254654,{'runtime': 1309},2481.0,0.0009,0.0012,0.0145,0.2342,0.0166,1310.1271188259125,0.0,0.0228,0.0304,87.0,0.0037,22.44,0.060636182903051374,0.0,0.0002,0.0017,0.0011,0.34793880581855774,11.736457586288452,"{'p0': 0.001, 'p1': 0.3, 'beta': 0.01, 'alpha': 0.001, 'prob_g': 0.2, 'prob_h': 0.16, 'num_users': 10000, 'graph_mode': 'power_law', 'num_cliques': 100, 'fraction_test': 0.15, 'fraction_stale': -1, 'num_time_steps': 100, 'positive_e_state': True, 'num_contact_inter': 0.05, 'num_contact_intra': 2, 'symmetric_contacts': True, 't_start_quarantine': 3, 'num_days_quarantine': 10}","{'b0': 1, 'b1': 1, 'b2': 1, 'c1': 1, 'c2': 1, 'p0': 0.001, 'p1': 0.05, 'beta': 0.01, 'alpha': 0.001, 'oracle': False, 'prob_g': 0.99, 'prob_h': 0.1, 't_days': 100, 'attr_nq': False, 'cont_dir': 0, 'delta_dp': 0.01, 'sib_mult': -100, 'dp_method': -1, 'epsilon_dp': -1, 'noisy_test': -1, 'num_rounds': 5, 'clip_margin': -1, 'quantization': -1, 'test_selection': 'highest', 'extra_parameter': 0.5, 'num_days_window': 14, 'test_stochastic': 0, 'use_test_include': True}",1,0.033,0,1,1,179,2,201,0,100,intermediate_graph_abm_02,-1,5,model_ABM01,0.06,512,-1,"combi,age,norm_score,test_norm1",0,14,0,3
28.36,0.0002,0.0262,0.0249,2.15054702758789,99.0,0.0004,98.0,0.0308,1691943999.9560013,0.212,0.0037,0.0199,0.0281,0.0211,1284.290629386902,{'runtime': 1289},4132.0,0.0004,0.0003,0.0144,0.212,0.009,1289.477586269379,0.0,0.0182,0.0284,99.0,0.0036,29.93,0.04802699896182554,0.0,0.0,0.0016,0.0008,0.3511578142642975,12.44444227218628,"{'p0': 0.001, 'p1': 0.3, 'beta': 0.01, 'alpha': 0.001, 'prob_g': 0.2, 'prob_h': 0.16, 'num_users': 10000, 'graph_mode': 'power_law', 'num_cliques': 100, 'fraction_test': 0.15, 'fraction_stale': -1, 'num_time_steps': 100, 'positive_e_state': True, 'num_contact_inter': 0.05, 'num_contact_intra': 2, 'symmetric_contacts': True, 't_start_quarantine': 3, 'num_days_quarantine': 10}","{'b0': 1, 'b1': 1, 'b2': 1, 'c1': 1, 'c2': 1, 'p0': 0.001, 'p1': 0.05, 'beta': 0.01, 'alpha': 0.001, 'oracle': False, 'prob_g': 0.99, 'prob_h': 0.1, 't_days': 100, 'attr_nq': False, 'cont_dir': 0, 'delta_dp': 0.01, 'sib_mult': -100, 'dp_method': -1, 'epsilon_dp': -1, 'noisy_test': -1, 'num_rounds': 5, 'clip_margin': -1, 'quantization': -1, 'test_selection': 'highest', 'extra_parameter': 0.5, 'num_days_window': 14, 'test_stochastic': 0, 'use_test_include': True}",1,0.033,0,1,1,178,2,201,0,100,intermediate_graph_abm_02,-1,5,model_ABM01,0.06,512,-1,"combi,age,norm_score,test_norm1",0,14,0,3
24.91,0.0001,0.0306,0.025,2.9828338623046875,99.0,0.0005,99.0,0.034,1691943979.3973656,0.2279,0.005,0.0218,0.0321,0.0209,1280.0292799472809,{'runtime': 1284},3406.0,0.001,0.0009,0.0103,0.2279,0.013,1285.226949453354,0.0,0.0235,0.0297,99.0,0.005,27.85,0.04940923737941745,0.0,0.0001,0.0015,0.0009,0.3543379008769989,12.293978452682495,"{'p0': 0.001, 'p1': 0.3, 'beta': 0.01, 'alpha': 0.001, 'prob_g': 0.2, 'prob_h': 0.16, 'num_users': 10000, 'graph_mode': 'power_law', 'num_cliques': 100, 'fraction_test': 0.15, 'fraction_stale': -1, 'num_time_steps': 100, 'positive_e_state': True, 'num_contact_inter': 0.05, 'num_contact_intra': 2, 'symmetric_contacts': True, 't_start_quarantine': 3, 'num_days_quarantine': 10}","{'b0': 1, 'b1': 1, 'b2': 1, 'c1': 1, 'c2': 1, 'p0': 0.001, 'p1': 0.05, 'beta': 0.01, 'alpha': 0.001, 'oracle': False, 'prob_g': 0.99, 'prob_h': 0.1, 't_days': 100, 'attr_nq': False, 'cont_dir': 0, 'delta_dp': 0.01, 'sib_mult': -100, 'dp_method': -1, 'epsilon_dp': -1, 'noisy_test': -1, 'num_rounds': 5, 'clip_margin': -1, 'quantization': -1, 'test_selection': 'highest', 'extra_parameter': 0.5, 'num_days_window': 14, 'test_stochastic': 0, 'use_test_include': True}",1,0.033,0,1,1,177,2,201,0,100,intermediate_graph_abm_02,-1,5,model_ABM01,0.06,512,-1,"combi,age,norm_score,test_norm1",0,14,0,3
23.86,,0.0002,0.0002,2.9829139709472656,99.0,,0.0,0.0,1691943934.3734615,0.0,0.0,0.0003,0.0002,0.0,1235.174436569214,{'runtime': 1240},9981.0,,,0.0,0.001,0.0,1240.3783926963806,,0.0,0.0001,16.0,0.0,22.36,1.0,,,,,0.3473784327507019,12.085938215255736,"{'p0': 0.001, 'p1': 0.3, 'beta': 0.01, 'alpha': 0.001, 'prob_g': 0.2, 'prob_h': 0.16, 'num_users': 10000, 'graph_mode': 'power_law', 'num_cliques': 100, 'fraction_test': 0.15, 'fraction_stale': -1, 'num_time_steps': 100, 'positive_e_state': True, 'num_contact_inter': 0.05, 'num_contact_intra': 2, 'symmetric_contacts': True, 't_start_quarantine': 3, 'num_days_quarantine': 10}","{'b0': 1, 'b1': 1, 'b2': 1, 'c1': 1, 'c2': 1, 'p0': 0.001, 'p1': 0.05, 'beta': 0.01, 'alpha': 0.001, 'oracle': False, 'prob_g': 0.99, 'prob_h': 0.1, 't_days': 100, 'attr_nq': False, 'cont_dir': 0, 'delta_dp': 0.01, 'sib_mult': -100, 'dp_method': -1, 'epsilon_dp': -1, 'noisy_test': -1, 'num_rounds': 5, 'clip_margin': -1, 'quantization': -1, 'test_selection': 'highest', 'extra_parameter': 0.5, 'num_days_window': 14, 'test_stochastic': 0, 'use_test_include': True}",1,0.033,0,1,1,176,2,201,0,100,intermediate_graph_abm_02,-1,5,model_ABM01,0.06,512,-1,"combi,age,norm_score,test_norm1",0,14,0,3
25.77,0.0003,0.0292,0.0272,3.434833526611328,99.0,0.0005,91.0,0.0336,1691943997.8637595,0.1433,0.0058,0.0223,0.0289,0.0224,1297.6906208992004,{'runtime': 1303},2696.0,0.0012,0.0014,0.0099,0.2245,0.0159,1303.9760944843292,0.0001,0.0201,0.0309,88.0,0.0027,26.61,0.04816285998061163,0.0,0.0,0.0014,0.0009,0.354157030582428,12.416527271270752,"{'p0': 0.001, 'p1': 0.3, 'beta': 0.01, 'alpha': 0.001, 'prob_g': 0.2, 'prob_h': 0.16, 'num_users': 10000, 'graph_mode': 'power_law', 'num_cliques': 100, 'fraction_test': 0.15, 'fraction_stale': -1, 'num_time_steps': 100, 'positive_e_state': True, 'num_contact_inter': 0.05, 'num_contact_intra': 2, 'symmetric_contacts': True, 't_start_quarantine': 3, 'num_days_quarantine': 10}","{'b0': 1, 'b1': 1, 'b2': 1, 'c1': 1, 'c2': 1, 'p0': 0.001, 'p1': 0.05, 'beta': 0.01, 'alpha': 0.001, 'oracle': False, 'prob_g': 0.99, 'prob_h': 0.1, 't_days': 100, 'attr_nq': False, 'cont_dir': 0, 'delta_dp': 0.01, 'sib_mult': -100, 'dp_method': -1, 'epsilon_dp': -1, 'noisy_test': -1, 'num_rounds': 5, 'clip_margin': -1, 'quantization': -1, 'test_selection': 'highest', 'extra_parameter': 0.5, 'num_days_window': 14, 'test_stochastic': 0, 'use_test_include': True}",1,0.033,0,1,1,175,2,201,0,100,intermediate_graph_abm_02,-1,5,model_ABM01,0.06,512,-1,"combi,age,norm_score,test_norm1",0,14,0,3
26.17,0.0,0.0001,0.0002,2.673419952392578,99.0,0.0001,10.0,0.0004,1691943958.4194298,0.0,0.0001,0.0,0.0003,0.0,1266.559413909912,{'runtime': 1272},9974.0,0.0,0.0,0.0,0.0012,0.0001,1273.1041378974917,0.0,0.0,0.0002,13.0,0.0,26.79,1.0,0.0,0.0,0.0,0.0,0.3473784327507019,16.980724096298218,"{'p0': 0.001, 'p1': 0.3, 'beta': 0.01, 'alpha': 0.001, 'prob_g': 0.2, 'prob_h': 0.16, 'num_users': 10000, 'graph_mode': 'power_law', 'num_cliques': 100, 'fraction_test': 0.15, 'fraction_stale': -1, 'num_time_steps': 100, 'positive_e_state': True, 'num_contact_inter': 0.05, 'num_contact_intra': 2, 'symmetric_contacts': True, 't_start_quarantine': 3, 'num_days_quarantine': 10}","{'b0': 1, 'b1': 1, 'b2': 1, 'c1': 1, 'c2': 1, 'p0': 0.001, 'p1': 0.05, 'beta': 0.01, 'alpha': 0.001, 'oracle': False, 'prob_g': 0.99, 'prob_h': 0.1, 't_days': 100, 'attr_nq': False, 'cont_dir': 0, 'delta_dp': 0.01, 'sib_mult': -100, 'dp_method': -1, 'epsilon_dp': -1, 'noisy_test': -1, 'num_rounds': 5, 'clip_margin': -1, 'quantization': -1, 'test_selection': 'highest', 'extra_parameter': 0.5, 'num_days_window': 14, 'test_stochastic': 0, 'use_test_include': True}",1,0.033,0,1,1,174,2,201,0,100,intermediate_graph_abm_02,-1,5,model_ABM01,0.06,512,-1,"combi,age,norm_score,test_norm1",0,14,0,3
26.28,,0.0,0.0001,2.67342758178711,99.0,,0.0,0.0001,1691943915.2916358,0.0,0.0,0.0001,0.0002,0.0,1291.9270441532135,{'runtime': 1297},9984.0,,,0.0,0.0008,0.0,1297.6373908519745,,0.0001,0.0002,21.0,0.0,27.57,1.0,,,,,0.3473784327507019,14.232023000717165,"{'p0': 0.001, 'p1': 0.3, 'beta': 0.01, 'alpha': 0.001, 'prob_g': 0.2, 'prob_h': 0.16, 'num_users': 10000, 'graph_mode': 'power_law', 'num_cliques': 100, 'fraction_test': 0.15, 'fraction_stale': -1, 'num_time_steps': 100, 'positive_e_state': True, 'num_contact_inter': 0.05, 'num_contact_intra': 2, 'symmetric_contacts': True, 't_start_quarantine': 3, 'num_days_quarantine': 10}","{'b0': 1, 'b1': 1, 'b2': 1, 'c1': 1, 'c2': 1, 'p0': 0.001, 'p1': 0.05, 'beta': 0.01, 'alpha': 0.001, 'oracle': False, 'prob_g': 0.99, 'prob_h': 0.1, 't_days': 100, 'attr_nq': False, 'cont_dir': 0, 'delta_dp': 0.01, 'sib_mult': -100, 'dp_method': -1, 'epsilon_dp': -1, 'noisy_test': -1, 'num_rounds': 5, 'clip_margin': -1, 'quantization': -1, 'test_selection': 'highest', 'extra_parameter': 0.5, 'num_days_window': 14, 'test_stochastic': 0, 'use_test_include': True}",1,0.033,0,1,1,173,2,201,0,100,intermediate_graph_abm_02,-1,5,model_ABM01,0.06,512,-1,"combi,age,norm_score,test_norm1",0,14,0,3
24.03,,0.0003,0.0,2.9829635620117188,99.0,,0.0,0.0001,1691943874.059727,0.0,0.0,0.0002,0.0002,0.0,1267.7163915634155,{'runtime': 1272},9985.0,,,0.0002,0.001,0.0,1272.9272599220276,,0.0,0.0,19.0,0.0,23.17,1.0,,,,,0.3473784327507019,14.43779706954956,"{'p0': 0.001, 'p1': 0.3, 'beta': 0.01, 'alpha': 0.001, 'prob_g': 0.2, 'prob_h': 0.16, 'num_users': 10000, 'graph_mode': 'power_law', 'num_cliques': 100, 'fraction_test': 0.15, 'fraction_stale': -1, 'num_time_steps': 100, 'positive_e_state': True, 'num_contact_inter': 0.05, 'num_contact_intra': 2, 'symmetric_contacts': True, 't_start_quarantine': 3, 'num_days_quarantine': 10}","{'b0': 1, 'b1': 1, 'b2': 1, 'c1': 1, 'c2': 1, 'p0': 0.001, 'p1': 0.05, 'beta': 0.01, 'alpha': 0.001, 'oracle': False, 'prob_g': 0.99, 'prob_h': 0.1, 't_days': 100, 'attr_nq': False, 'cont_dir': 0, 'delta_dp': 0.01, 'sib_mult': -100, 'dp_method': -1, 'epsilon_dp': -1, 'noisy_test': -1, 'num_rounds': 5, 'clip_margin': -1, 'quantization': -1, 'test_selection': 'highest', 'extra_parameter': 0.5, 'num_days_window': 14, 'test_stochastic': 0, 'use_test_include': True}",1,0.033,0,1,1,172,2,201,0,100,intermediate_graph_abm_02,-1,5,model_ABM01,0.06,512,-1,"combi,age,norm_score,test_norm1",0,14,0,3
15.17,0.0002,0.0272,0.027,4.72796630859375,99.0,0.0004,94.0,0.0274,1691943826.660698,0.1673,0.0046,0.0233,0.031,0.0218,1229.9524602890017,{'runtime': 1235},2762.0,0.0008,0.0011,0.0114,0.2179,0.0147,1236.0654759407043,0.0001,0.021,0.0278,89.0,0.003,10.63,0.05567271193629031,0.0,0.0001,0.0013,0.0006,0.3516678810119629,10.517563819885254,"{'p0': 0.001, 'p1': 0.3, 'beta': 0.01, 'alpha': 0.001, 'prob_g': 0.2, 'prob_h': 0.16, 'num_users': 10000, 'graph_mode': 'power_law', 'num_cliques': 100, 'fraction_test': 0.15, 'fraction_stale': -1, 'num_time_steps': 100, 'positive_e_state': True, 'num_contact_inter': 0.05, 'num_contact_intra': 2, 'symmetric_contacts': True, 't_start_quarantine': 3, 'num_days_quarantine': 10}","{'b0': 1, 'b1': 1, 'b2': 1, 'c1': 1, 'c2': 1, 'p0': 0.001, 'p1': 0.05, 'beta': 0.01, 'alpha': 0.001, 'oracle': False, 'prob_g': 0.99, 'prob_h': 0.1, 't_days': 100, 'attr_nq': False, 'cont_dir': 0, 'delta_dp': 0.01, 'sib_mult': -100, 'dp_method': -1, 'epsilon_dp': -1, 'noisy_test': -1, 'num_rounds': 5, 'clip_margin': -1, 'quantization': -1, 'test_selection': 'highest', 'extra_parameter': 0.5, 'num_days_window': 14, 'test_stochastic': 0, 'use_test_include': True}",1,0.033,0,1,1,171,2,201,0,100,intermediate_graph_abm_02,-1,5,model_ABM01,0.06,512,-1,"combi,age,norm_score,test_norm1",0,14,0,3
15.17,,0.0002,0.0001,4.727970123291016,99.0,,0.0,0.0,1691943825.8028023,0.0,0.0,0.0002,0.0001,0.0,1243.2347230911255,{'runtime': 1248},9982.0,,,0.0,0.0008,0.0,1249.302359342575,,0.0,0.0002,22.0,0.0,10.63,1.0,,,,,0.3473784327507019,11.147180318832396,"{'p0': 0.001, 'p1': 0.3, 'beta': 0.01, 'alpha': 0.001, 'prob_g': 0.2, 'prob_h': 0.16, 'num_users': 10000, 'graph_mode': 'power_law', 'num_cliques': 100, 'fraction_test': 0.15, 'fraction_stale': -1, 'num_time_steps': 100, 'positive_e_state': True, 'num_contact_inter': 0.05, 'num_contact_intra': 2, 'symmetric_contacts': True, 't_start_quarantine': 3, 'num_days_quarantine': 10}","{'b0': 1, 'b1': 1, 'b2': 1, 'c1': 1, 'c2': 1, 'p0': 0.001, 'p1': 0.05, 'beta': 0.01, 'alpha': 0.001, 'oracle': False, 'prob_g': 0.99, 'prob_h': 0.1, 't_days': 100, 'attr_nq': False, 'cont_dir': 0, 'delta_dp': 0.01, 'sib_mult': -100, 'dp_method': -1, 'epsilon_dp': -1, 'noisy_test': -1, 'num_rounds': 5, 'clip_margin': -1, 'quantization': -1, 'test_selection': 'highest', 'extra_parameter': 0.5, 'num_days_window': 14, 'test_stochastic': 0, 'use_test_include': True}",1,0.033,0,1,1,170,2,201,0,100,intermediate_graph_abm_02,-1,5,model_ABM01,0.06,512,-1,"combi,age,norm_score,test_norm1",0,14,0,3
16.7,0.0,0.0214,0.0234,4.688838958740234,99.0,0.0001,98.0,0.0253,1691943765.2275703,0.1802,0.0035,0.0161,0.0255,0.0203,1194.7212874889374,{'runtime': 1199},4813.0,0.0002,0.0011,0.0117,0.1802,0.0073,1200.1176376342771,0.0,0.0151,0.0214,99.0,0.0035,13.23,0.04664391353838263,0.0,0.0001,0.0012,0.0008,0.35374656319618225,11.249238729476929,"{'p0': 0.001, 'p1': 0.3, 'beta': 0.01, 'alpha': 0.001, 'prob_g': 0.2, 'prob_h': 0.16, 'num_users': 10000, 'graph_mode': 'power_law', 'num_cliques': 100, 'fraction_test': 0.15, 'fraction_stale': -1, 'num_time_steps': 100, 'positive_e_state': True, 'num_contact_inter': 0.05, 'num_contact_intra': 2, 'symmetric_contacts': True, 't_start_quarantine': 3, 'num_days_quarantine': 10}","{'b0': 1, 'b1': 1, 'b2': 1, 'c1': 1, 'c2': 1, 'p0': 0.001, 'p1': 0.05, 'beta': 0.01, 'alpha': 0.001, 'oracle': False, 'prob_g': 0.99, 'prob_h': 0.1, 't_days': 100, 'attr_nq': False, 'cont_dir': 0, 'delta_dp': 0.01, 'sib_mult': -100, 'dp_method': -1, 'epsilon_dp': -1, 'noisy_test': -1, 'num_rounds': 5, 'clip_margin': -1, 'quantization': -1, 'test_selection': 'highest', 'extra_parameter': 0.5, 'num_days_window': 14, 'test_stochastic': 0, 'use_test_include': True}",1,0.033,0,1,1,169,2,201,0,100,intermediate_graph_abm_02,-1,5,model_ABM01,0.06,512,-1,"combi,age,norm_score,test_norm1",0,14,0,3
19.71,0.0,0.0144,0.0157,2.321727752685547,99.0,0.0002,99.0,0.0206,1691943801.544242,0.1321,0.0024,0.0105,0.0181,0.0169,1235.0703563690186,{'runtime': 1240},5994.0,0.0006,0.0004,0.0097,0.1321,0.0043,1240.615676164627,0.0,0.0098,0.0164,99.0,0.0024,15.81,0.05095541401305701,0.0,0.0,0.0008,0.0004,0.3523409068584442,10.4802668094635,"{'p0': 0.001, 'p1': 0.3, 'beta': 0.01, 'alpha': 0.001, 'prob_g': 0.2, 'prob_h': 0.16, 'num_users': 10000, 'graph_mode': 'power_law', 'num_cliques': 100, 'fraction_test': 0.15, 'fraction_stale': -1, 'num_time_steps': 100, 'positive_e_state': True, 'num_contact_inter': 0.05, 'num_contact_intra': 2, 'symmetric_contacts': True, 't_start_quarantine': 3, 'num_days_quarantine': 10}","{'b0': 1, 'b1': 1, 'b2': 1, 'c1': 1, 'c2': 1, 'p0': 0.001, 'p1': 0.05, 'beta': 0.01, 'alpha': 0.001, 'oracle': False, 'prob_g': 0.99, 'prob_h': 0.1, 't_days': 100, 'attr_nq': False, 'cont_dir': 0, 'delta_dp': 0.01, 'sib_mult': -100, 'dp_method': -1, 'epsilon_dp': -1, 'noisy_test': -1, 'num_rounds': 5, 'clip_margin': -1, 'quantization': -1, 'test_selection': 'highest', 'extra_parameter': 0.5, 'num_days_window': 14, 'test_stochastic': 0, 'use_test_include': True}",1,0.033,0,1,1,168,2,201,0,100,intermediate_graph_abm_02,-1,5,model_ABM01,0.06,512,-1,"combi,age,norm_score,test_norm1",0,14,0,3
15.95,,0.0001,0.0003,4.134494781494141,99.0,,0.0,0.0,1691943683.7903488,0.0,0.0,0.0002,0.0001,0.0,1174.9098873138428,{'runtime': 1180},9986.0,,,0.0,0.001,0.0,1180.4779198169708,,0.0001,0.0002,25.0,0.0,11.98,1.0,,,,,0.3473784327507019,10.460586547851562,"{'p0': 0.001, 'p1': 0.3, 'beta': 0.01, 'alpha': 0.001, 'prob_g': 0.2, 'prob_h': 0.16, 'num_users': 10000, 'graph_mode': 'power_law', 'num_cliques': 100, 'fraction_test': 0.15, 'fraction_stale': -1, 'num_time_steps': 100, 'positive_e_state': True, 'num_contact_inter': 0.05, 'num_contact_intra': 2, 'symmetric_contacts': True, 't_start_quarantine': 3, 'num_days_quarantine': 10}","{'b0': 1, 'b1': 1, 'b2': 1, 'c1': 1, 'c2': 1, 'p0': 0.001, 'p1': 0.05, 'beta': 0.01, 'alpha': 0.001, 'oracle': False, 'prob_g': 0.99, 'prob_h': 0.1, 't_days': 100, 'attr_nq': False, 'cont_dir': 0, 'delta_dp': 0.01, 'sib_mult': -100, 'dp_method': -1, 'epsilon_dp': -1, 'noisy_test': -1, 'num_rounds': 5, 'clip_margin': -1, 'quantization': -1, 'test_selection': 'highest', 'extra_parameter': 0.5, 'num_days_window': 14, 'test_stochastic': 0, 'use_test_include': True}",1,0.033,0,1,1,167,2,201,0,100,intermediate_graph_abm_02,-1,5,model_ABM01,0.06,512,-1,"combi,age,norm_score,test_norm1",0,14,0,3
